iter	Accuracy	MultiClass
886	0.9771685852	0.1581364255
887	0.9771685852	0.1579744306
888	0.9771685852	0.1578175307
889	0.9771685852	0.1578121286
890	0.9771685852	0.1577983382
891	0.9769358105	0.1576915685
892	0.9769358105	0.1576778259
893	0.9774013598	0.157451859
894	0.9774013598	0.1574261902
895	0.9774013598	0.1574126784
896	0.9769358105	0.1571720309
897	0.9771685852	0.1569475465
898	0.9771685852	0.1567103843
899	0.9771685852	0.1564718479
900	0.9771685852	0.1562194095
901	0.9774788072	0.1559968994
902	0.9779443565	0.1558309899
903	0.9779443565	0.1556683027
904	0.9780992512	0.1554794004
905	0.9780992512	0.1553045106
906	0.9780992512	0.1551767751
907	0.9778664765	0.1549987798
908	0.9774783745	0.1547345791
909	0.9776337018	0.1545632752
910	0.9777803069	0.1543683499
911	0.9777803069	0.1542375314
912	0.9777803069	0.1540296278
913	0.9784786309	0.1537064044
914	0.9784786309	0.1534930404
915	0.9784786309	0.1533335701
916	0.9790133379	0.1530732692
917	0.9792461126	0.1528528666
918	0.9792461126	0.1528176808
919	0.9793235599	0.1526198028
920	0.9792461126	0.1524724922
921	0.9792461126	0.1523074179
922	0.9794788873	0.1521092474
923	0.9794788873	0.1519342567
924	0.9795563346	0.151780248
925	0.9795563346	0.1515971175
926	0.9795563346	0.1514691906
927	0.9796337819	0.1513116763
928	0.9796337819	0.1511116919
929	0.9796337819	0.1509556662
930	0.9796337819	0.1508638388
931	0.9796337819	0.1507245347
932	0.9796337819	0.1505846517
933	0.9797112293	0.1502797641
934	0.9797112293	0.1501832807
935	0.9796337819	0.1500287689
936	0.9796337819	0.1500232808
937	0.9799357143	0.1497768845
938	0.9800131616	0.149534969
939	0.9800131616	0.1493780267
940	0.9802459363	0.1492410836
941	0.9802459363	0.1492085033
942	0.9802459363	0.1489895224
943	0.9799357143	0.1488711206
944	0.9799357143	0.1486363082
945	0.980168489	0.148452886
946	0.980703196	0.1482330671
947	0.98065277	0.147876477
948	0.98065277	0.1477441935
949	0.9804704213	0.1475624043
950	0.9805478687	0.1474959901
951	0.9808580907	0.1472882846
952	0.981013418	0.147217256
953	0.9810908653	0.1470413829
954	0.981273214	0.1468620867
955	0.9811683127	0.1466059752
956	0.9811683127	0.1463846327
957	0.98124576	0.146219716
958	0.98124576	0.1460738115
959	0.98124576	0.1458331728
960	0.98124576	0.1457398894
961	0.98124576	0.1457360112
962	0.98124576	0.1455386831
963	0.98124576	0.1452422302
964	0.98124576	0.1451328461
965	0.98124576	0.1451043282
966	0.98124576	0.1448745819
967	0.98124576	0.1447317092
968	0.98124576	0.1445417952
969	0.98124576	0.1445374703
970	0.9814785347	0.1443054511
971	0.9814785347	0.144240937
972	0.9814785347	0.1440722568
973	0.9814785347	0.1439687675
974	0.9814785347	0.143965675
975	0.9816608833	0.1437124817
976	0.9816608833	0.1435911933
977	0.9816608833	0.1434064625
978	0.9816608833	0.143268516
979	0.981893658	0.1430738294
980	0.981893658	0.1430557541
981	0.981893658	0.1430522393
982	0.981893658	0.1430215769
983	0.9816608833	0.1428011784
984	0.9816608833	0.1426527655
985	0.981893658	0.1425920305
986	0.981893658	0.1423609
987	0.9820760067	0.1421715917
988	0.9821264327	0.1420424655
989	0.9823862287	0.1419206381
990	0.9823087813	0.1419059254
991	0.9825411233	0.1416366752
992	0.9825411233	0.1414491784
993	0.9825411233	0.1414453835
994	0.9826185707	0.1413466604
995	0.9826185707	0.1410738828
996	0.982696018	0.140871981
997	0.9826185707	0.1408172828
998	0.9826185707	0.140671121
999	0.982696018	0.1404990203
1000	0.982696018	0.1404885126
1001	0.982696018	0.1403406053
1002	0.982696018	0.1401972389
1003	0.9828513453	0.1400544862
1004	0.9828513453	0.1400392256
1005	0.9829287927	0.1398184821
1006	0.9831111413	0.1396263651
1007	0.9831111413	0.1395060112
1008	0.9831111413	0.1392732003
1009	0.9831111413	0.1391493588
1010	0.9831111413	0.1389786614
1011	0.9831111413	0.1388218587
1012	0.9831111413	0.1386924124
1013	0.9831111413	0.1384475735
1014	0.9831111413	0.1383525195
1015	0.9831885887	0.1383474922
1016	0.983033694	0.1381967799
1017	0.9831111413	0.1381007875
1018	0.983343916	0.1378019316
1019	0.9834213633	0.1376089576
1020	0.983343916	0.137408926
1021	0.9834988107	0.1372353615
1022	0.9834213633	0.1371245748
1023	0.9834213633	0.1369329356
1024	0.9834988107	0.1367635027
1025	0.9834213633	0.1365395747
1026	0.9834213633	0.1365277311
1027	0.9834213633	0.1363628485
1028	0.983343916	0.1361499429
1029	0.9834213633	0.1360579736
1030	0.9835766907	0.1358609684
1031	0.983654138	0.1356627494
1032	0.983654138	0.1356589022
1033	0.98396436	0.135572308
1034	0.9838869127	0.135344745
1035	0.9838094653	0.1351886125
1036	0.98396436	0.1350449696
1037	0.9837315853	0.1348752236
1038	0.983654138	0.1347130073
1039	0.9837315853	0.1345261922
1040	0.983654138	0.1344102998
1041	0.983654138	0.134202038
1042	0.9838090327	0.1340456862
1043	0.983654138	0.1338818016
1044	0.98396436	0.1337447956
1045	0.9840692613	0.1335619422
1046	0.9840692613	0.1335353679
1047	0.9841467087	0.1334584156
1048	0.9843016033	0.1333251181
1049	0.9843016033	0.1333118406
1050	0.9843016033	0.1332955944
1051	0.9843016033	0.1330740584
1052	0.9843016033	0.1329220346
1053	0.9840688287	0.1328974433
1054	0.9840688287	0.1328300169
1055	0.9843016033	0.1327107784
1056	0.9842237233	0.1324586544
1057	0.9842237233	0.132286671
1058	0.9845339453	0.1321926323
1059	0.9845339453	0.132019511
1060	0.9845339453	0.1318899718
1061	0.9846113927	0.1317340237
1062	0.9846113927	0.131586232
1063	0.9846113927	0.1315569286
1064	0.9846113927	0.1315542877
1065	0.9846113927	0.1313553679
1066	0.98468884	0.1313404588
1067	0.98468884	0.1311491703
1068	0.984948636	0.1310154962
1069	0.984948636	0.1309520457
1070	0.984948636	0.1308052424
1071	0.984948636	0.130793817
1072	0.9849756573	0.1305608651
1073	0.9849756573	0.1304693997
1074	0.9849756573	0.1304538698
1075	0.9849756573	0.1303253077
1076	0.9849756573	0.1302331101
1077	0.985208432	0.1300983517
1078	0.985208432	0.1299967682
1079	0.985208432	0.1299908921
1080	0.9851309846	0.1298167882
1081	0.9850535373	0.1296959333
1082	0.9850535373	0.1295795467
1083	0.98497609	0.1294245309
1084	0.9852358859	0.1292617528
1085	0.9852358859	0.1292337279
1086	0.9852358859	0.1290976732
1087	0.9848711886	0.1289123398
1088	0.984948636	0.1287418323
1089	0.9847937413	0.1286043785
1090	0.9848711886	0.1285841586
1091	0.9848711886	0.1284852705
1092	0.9850260833	0.1283179283
1093	0.9850260833	0.1281591128
1094	0.9850260833	0.1281489441
1095	0.9850260833	0.1280095248
1096	0.9850260833	0.1279293859
1097	0.9850260833	0.1278861067
1098	0.9850260833	0.1277559903
1099	0.9850260833	0.1276629635
1100	0.9850260833	0.1275361018
1101	0.985208432	0.1273402829
1102	0.985208432	0.1271838601
1103	0.9850260833	0.1269984213
1104	0.9850260833	0.1267835496
1105	0.985208432	0.1266510184
1106	0.985208432	0.1266483369
1107	0.985208432	0.126544113
1108	0.985208432	0.1263359327
1109	0.985208432	0.1262579203
1110	0.9852858793	0.1261606727
1111	0.9853633266	0.1260593927
1112	0.9853633266	0.1259037894
1113	0.9853633266	0.125695177
1114	0.985440774	0.1255326588
1115	0.985440774	0.1253723401
1116	0.985440774	0.1252039717
1117	0.985440774	0.125015167
1118	0.985440774	0.1250114057
1119	0.9855182213	0.1249225985
1120	0.9855956686	0.1248430777
1121	0.9855956686	0.1246085673
1122	0.9857005699	0.1244800531
1123	0.9857005699	0.1243004424
1124	0.9857005699	0.1241483913
1125	0.9857005699	0.1241385952
1126	0.9857005699	0.1241285053
1127	0.9857005699	0.1241218773
1128	0.9857780173	0.1239588143
1129	0.9857780173	0.1237987742
1130	0.9857780173	0.123788896
1131	0.9858554646	0.1236712689
1132	0.9858554646	0.1235325399
1133	0.9858554646	0.1233943485
1134	0.985932912	0.123317058
1135	0.9860103593	0.1231963637
1136	0.9860103593	0.1231003221
1137	0.9860103593	0.1230171843
1138	0.9860103593	0.1229090548
1139	0.9860103593	0.1229050263
1140	0.9860103593	0.1227656831
1141	0.9860103593	0.122652443
1142	0.9860103593	0.1225923788
1143	0.9860103593	0.1225211414
1144	0.9860878066	0.1224633349
1145	0.9860878066	0.1223826642
1146	0.9860878066	0.122296874
1147	0.9860878066	0.1221242631
1148	0.9860878066	0.1221210282
1149	0.9860878066	0.1219239502
1150	0.9860878066	0.1217505922
1151	0.986165254	0.1216141891
1152	0.9860878066	0.1215160209
1153	0.986165254	0.1214079554
1154	0.986165254	0.1213960698
1155	0.986165254	0.1213793937
1156	0.986165254	0.1213697275
1157	0.986165254	0.1212854219
1158	0.986165254	0.1210735706
1159	0.986165254	0.1210641372
1160	0.986165254	0.1209469955
1161	0.986165254	0.1208487452
1162	0.986165254	0.1206864101
1163	0.986165254	0.1205037409
1164	0.986165254	0.1203439443
1165	0.986165254	0.1202984785
1166	0.9862427013	0.1201661572
1167	0.9862427013	0.1201631069
1168	0.9862427013	0.120030735
1169	0.9863201486	0.1198906668
1170	0.9862427013	0.1198004572
1171	0.9862427013	0.119785343
1172	0.9862427013	0.1197354207
1173	0.9862427013	0.119598208
1174	0.9862427013	0.1195954398
1175	0.9862427013	0.1194716698
1176	0.986165254	0.1193775627
1177	0.9862427013	0.1193601177
1178	0.9862427013	0.119357465
1179	0.9862427013	0.1192851092
1180	0.986165254	0.119065187
1181	0.9862427013	0.1190122206
1182	0.9862427013	0.1188912663
1183	0.9862427013	0.1187920699
1184	0.9862427013	0.118623384
1185	0.9862427013	0.1186030219
1186	0.9862427013	0.1186005831
1187	0.9863201486	0.1185384686
1188	0.9863201486	0.1185364716
1189	0.986397596	0.118521388
1190	0.986397596	0.1184035885
1191	0.9863201486	0.1183210534
1192	0.9863201486	0.1181364385
1193	0.9863201486	0.1180898788
1194	0.9863201486	0.1179464489
1195	0.9863201486	0.1179402774
1196	0.986397596	0.1178382032
1197	0.986397596	0.1176520167
1198	0.986397596	0.1175696155
1199	0.986397596	0.1175665469
